Year,Player,Pos,Age,Tm,G,GS,PTS,Minutes Played,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,Gorgui Dieng,PF,25,MIN,82,82,783,2653,14.2,0.555,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14,3.2,2.5,5.7,0.103,-0.5,2.2,1.7,2.5,332,661,0.502,16,43,0.372,316,618,0.511,0.514,136,167,0.814,188,459,563,172,99,108,107,254,816
2016,Spencer Dinwiddie,PG,21,BRK,59,18,415,1334,12.7,0.581,2.2,10.7,6.5,20.3,1.6,1.3,15.1,14.1,1.9,0.9,2.8,0.101,-0.7,-0.2,-0.9,0.4,134,302,0.444,38,101,0.376,96,201,0.478,0.507,126,159,0.792,27,137,143,202,49,26,66,119,432
2016,Toney Douglas,PG,28,MEM,24,0,112,394,10.6,0.451,3.7,14.3,8.9,22.2,2.4,1.2,13.9,17.4,0,0.5,0.5,0.06,-2.2,1,-1.2,0.1,43,117,0.368,7,42,0.167,36,75,0.48,0.397,24,29,0.828,13,48,53,61,20,6,21,50,117
2016,Goran Dragic,PG,28,MIA,73,73,1424,2459,19.7,0.575,2.7,9.9,6.3,29,1.8,0.4,14.1,27.1,5,2.6,7.5,0.147,3.4,-0.7,2.7,2.9,534,1124,0.475,117,289,0.405,417,835,0.499,0.527,298,377,0.79,61,217,242,461,100,15,212,199,1483
2016,Andre Drummond,C,21,DET,81,81,1061,2409,20.9,0.518,15.1,36.3,25.3,5.9,2.6,3.1,12.5,22.4,1.4,5.3,6.7,0.133,-2.1,2.9,0.8,1.7,483,911,0.53,2,7,0.286,481,904,0.532,0.531,137,355,0.386,345,771,971,97,139,101,152,237,1105
2016,Jared Dudley,PF,29,PHO,64,7,417,1362,10.6,0.579,2.4,15.9,9,12.5,1.5,0.9,16.1,13.7,1.1,0.7,1.8,0.065,-0.1,-0.1,-0.2,0.6,157,346,0.454,77,203,0.379,80,143,0.559,0.565,43,65,0.662,31,194,196,132,47,18,72,154,434
2016,Mike Dunleavy,SF,34,TOT,53,2,264,841,10.1,0.573,2.4,12.4,7.5,8.6,0.9,0.7,10.5,14,0.8,0.7,1.5,0.086,-1,-1.2,-2.2,0,93,220,0.423,53,134,0.396,40,86,0.465,0.543,36,45,0.8,18,97,100,55,17,8,28,67,275
2016,Mike Dunleavy,SF,34,CLE,23,2,102,366,7.6,0.539,1.6,12.2,7.1,7.5,0.8,0.4,12.5,13.7,0.1,0.2,0.3,0.041,-2,-1.7,-3.7,-0.2,36,90,0.4,20,57,0.351,16,33,0.485,0.511,14,19,0.737,5,42,41,22,7,2,14,32,106
2016,Mike Dunleavy,SF,34,ATL,30,0,162,475,11.9,0.597,3.1,12.5,7.9,9.5,0.9,0.9,9,14.3,0.7,0.5,1.2,0.12,-0.2,-0.8,-1,0.1,57,130,0.438,33,77,0.429,24,53,0.453,0.565,22,26,0.846,13,55,59,33,10,6,14,35,169
2016,Kris Dunn,PG,20,MIN,78,7,281,1333,8.1,0.432,2.1,12.6,7.3,19.4,3,2.3,20.8,14.2,-1.2,1.3,0.1,0.004,-3.7,1.5,-2.2,-0.1,118,313,0.377,21,73,0.288,97,240,0.404,0.411,36,59,0.61,24,142,144,205,87,41,89,178,293
2016,Kevin Durant,SF,26,GSW,62,62,1493,2070,27.6,0.651,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,8,4,12,0.277,5.4,2.6,8,5.2,551,1026,0.537,117,312,0.375,434,714,0.608,0.594,336,384,0.875,39,474,446,327,74,113,138,117,1555
2016,Jarell Eddie,SF,23,PHO,5,0,23,62,9.7,0.523,1.7,10.8,6.1,0,0.8,0,4.2,16.2,0.1,0,0.1,0.054,-1.5,-5.9,-7.3,-0.1,6,19,0.316,4,16,0.25,2,3,0.667,0.421,8,9,0.889,1,6,6,0,1,0,1,1,24
2016,Henry Ellenson,PF,18,DET,19,2,58,146,7.5,0.444,5.8,25.6,15.3,7.2,0.3,0.6,17.2,24.7,-0.4,0.2,-0.2,-0.071,-5.8,-2.4,-8.2,-0.2,23,64,0.359,10,35,0.286,13,29,0.448,0.438,4,8,0.5,8,33,36,8,1,1,14,6,60
2016,Wayne Ellington,SG,27,MIA,62,13,622,1500,12.6,0.565,1.3,8.6,4.9,7.1,1.2,0.2,5,17.9,2.1,1.2,3.3,0.105,1.8,-1.9,-0.2,0.7,231,555,0.416,149,394,0.378,82,161,0.509,0.55,37,43,0.86,18,115,116,76,39,5,30,70,648
2016,Monta Ellis,SG,29,IND,74,33,605,1998,10,0.514,1.1,10.3,5.7,17.2,2,1.2,18,16.8,-0.7,1.7,1.1,0.026,-2.5,0.2,-2.3,-0.2,247,557,0.443,43,135,0.319,204,422,0.483,0.482,93,128,0.727,19,185,177,257,88,31,135,149,630
2016,Joel Embiid,C,20,PHI,31,31,602,786,24.1,0.584,8.5,25.6,17,16,1.7,7.7,17.9,36,0.5,1.5,1.9,0.117,0,3.2,3.2,1,200,429,0.466,36,98,0.367,164,331,0.495,0.508,191,244,0.783,61,182,211,72,30,87,117,112,627
2016,James Ennis,SF,24,MEM,64,28,412,1501,10.6,0.581,5.1,14.9,9.9,6.5,1.6,1.2,13.8,13,1.4,1.7,3.2,0.101,-1,1,0,0.8,146,321,0.455,51,137,0.372,95,184,0.516,0.534,86,110,0.782,69,190,225,70,52,22,59,165,429
2016,Tyler Ennis,PG,20,TOT,53,2,219,588,11,0.521,1.8,6.8,4.3,21.7,2.1,0.3,17,19.1,0.1,0.3,0.4,0.033,-2.1,-2.7,-4.7,-0.4,90,208,0.433,27,70,0.386,63,138,0.457,0.498,21,25,0.84,10,36,40,94,29,2,45,58,228
2016,Tyler Ennis,PG,20,HOU,31,0,56,196,4,0.444,2.2,8.4,5.3,24.5,1.5,0,26.9,19.3,-0.4,0.1,-0.2,-0.061,-6.8,-2.8,-9.6,-0.4,25,64,0.391,6,16,0.375,19,48,0.396,0.438,2,3,0.667,4,15,17,37,7,0,24,29,58
2016,Tyler Ennis,PG,20,LAL,22,2,163,392,14.6,0.553,1.6,6.1,3.8,20.3,2.5,0.4,12,19,0.5,0.2,0.7,0.08,0.3,-2.6,-2.3,0,65,144,0.451,21,54,0.389,44,90,0.489,0.524,19,22,0.864,6,21,23,57,22,2,21,29,170
2016,Tyreke Evans,SF,25,TOT,40,6,395,788,15.5,0.501,1.8,17.1,9.5,25.9,2.2,1,12.9,26.7,-0.2,0.9,0.7,0.045,-0.7,-0.1,-0.9,0.2,150,370,0.405,42,118,0.356,108,252,0.429,0.462,69,92,0.75,13,124,119,135,39,10,61,60,411
2016,Tyreke Evans,SF,25,NOP,26,0,238,474,15.8,0.491,1.3,17.9,9.6,31.3,2.4,0.7,13.4,27.2,-0.1,0.7,0.5,0.053,-0.5,0.5,0,0.2,91,227,0.401,21,70,0.3,70,157,0.446,0.447,45,58,0.776,6,80,75,99,26,5,39,41,248
2016,Tyreke Evans,SF,25,SAC,14,6,156,314,14.9,0.516,2.6,16,9.4,17.7,1.9,1.5,12.2,26,0,0.3,0.2,0.035,-1,-1.1,-2.2,0,59,143,0.413,21,48,0.438,38,95,0.4,0.486,24,34,0.706,7,44,44,36,13,6,22,19,163
2016,Dante Exum,PG,19,UTA,66,26,396,1228,8.6,0.521,2.9,9.3,6.2,14.2,0.9,0.8,16.8,18.1,-0.1,1.3,1.2,0.047,-2,-0.5,-2.5,-0.1,155,363,0.427,44,149,0.295,111,214,0.519,0.488,58,73,0.795,30,102,115,122,24,14,80,146,412
2016,Kenneth Faried,PF,25,DEN,61,34,564,1296,20.3,0.588,15.7,23.6,19.7,6.3,1.6,2.4,10.4,18.3,3.4,1.2,4.6,0.169,0.9,-0.1,0.8,0.9,228,416,0.548,0,6,0,228,410,0.556,0.548,131,189,0.693,182,279,401,60,48,46,58,124,587
2016,Jordan Farmar,PG,28,SAC,2,0,12,35,14.4,0.5,3.3,6.5,4.9,38.6,2.9,0,20,19.4,0,0,0,0.064,0.7,-3.8,-3.1,0,4,12,0.333,4,9,0.444,0,3,0,0.5,0,0,0,1,2,3,10,2,0,3,1,12
2016,Derrick Favors,PF,23,UTA,50,39,457,1186,15.8,0.512,9.2,20.2,14.9,7.9,2,2.7,11.4,20.7,0.5,2.2,2.7,0.109,-2.4,2.3,-0.1,0.6,203,417,0.487,3,10,0.3,200,407,0.491,0.49,67,109,0.615,92,213,265,61,50,46,60,103,476
2016,Kay Felder,PG,19,CLE,42,0,159,386,11.2,0.462,0.9,10.5,5.9,22.7,2.3,1.5,14.7,24.3,-0.3,0.4,0,0.004,-4.9,-1.2,-6.1,-0.4,62,158,0.392,7,22,0.318,55,136,0.404,0.415,35,49,0.714,3,38,36,63,20,8,31,38,166
2016,Cristiano Felicio,C,22,CHI,66,0,303,1040,15.2,0.601,12.8,19.5,16.1,5.7,1.2,1.2,11.2,12.4,2.1,1.3,3.4,0.157,-0.6,0.5,-0.1,0.5,128,222,0.577,0,0,0,128,222,0.577,0.577,60,93,0.645,124,187,271,44,28,18,33,110,316
2016,Raymond Felton,PG,30,LAC,80,11,516,1700,10.9,0.496,2.2,11.8,7.1,16.3,2,1.1,13.3,16.5,0.2,1.8,2,0.055,-1.8,0.9,-0.9,0.5,221,514,0.43,46,144,0.319,175,370,0.473,0.475,50,64,0.781,33,184,189,208,75,25,83,125,538
2016,Yogi Ferrell,PG,21,TOT,46,29,444,1197,13.1,0.533,1.8,9.2,5.3,23.2,1.8,0.7,13.9,19.6,0.8,1,1.8,0.072,-0.1,-0.7,-0.7,0.4,160,394,0.406,68,176,0.386,92,218,0.422,0.492,74,89,0.831,20,91,97,187,47,10,70,90,462
2016,Yogi Ferrell,PG,21,BRK,10,0,52,151,6.5,0.482,2.8,5.5,4.2,16.9,0.6,1,20,19.9,-0.2,0,-0.2,-0.05,-4,-3.3,-7.3,-0.2,18,49,0.367,8,27,0.296,10,22,0.455,0.449,10,16,0.625,4,8,10,19,2,2,14,11,54
2016,Yogi Ferrell,PG,21,DAL,36,29,392,1046,14.1,0.541,1.7,9.7,5.5,24.1,2,0.6,12.9,19.5,1,0.9,2,0.09,0.5,-0.3,0.2,0.6,142,345,0.412,60,149,0.403,82,196,0.418,0.499,64,73,0.877,16,83,86,169,45,8,56,79,408
2016,Dorian Finney-Smith,PF,21,DAL,81,35,336,1642,7.7,0.486,3.7,12.3,7.8,6,1.6,1.4,11.1,11.6,-0.1,1.5,1.4,0.041,-2.8,1.3,-1.5,0.2,124,333,0.372,56,191,0.293,68,142,0.479,0.456,46,61,0.754,55,166,192,73,58,29,45,125,350
2016,Bryn Forbes,SG,21,SAS,36,0,90,285,5.9,0.462,0.8,8.2,4.6,11.7,0.2,0,9.8,17.9,-0.2,0.2,0.1,0.014,-3.2,-2.8,-6,-0.3,36,99,0.364,17,53,0.321,19,46,0.413,0.449,5,6,0.833,2,21,20,25,1,0,11,20,94
2016,Evan Fournier,SG,22,ORL,68,66,1120,2234,13.9,0.555,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,1.7,1.1,2.8,0.059,0.8,-2.2,-1.3,0.4,408,930,0.439,128,360,0.356,280,570,0.491,0.508,223,277,0.805,44,165,182,220,74,5,141,180,1167
2016,Randy Foye,SG,31,BRK,69,40,343,1284,7.3,0.506,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,-0.6,0.7,0.2,0.006,-3,-1,-3.9,-0.6,118,325,0.363,67,203,0.33,51,122,0.418,0.466,54,63,0.857,9,146,135,147,39,10,80,99,357
2016,Tim Frazier,PG,24,NOP,65,35,445,1525,12.4,0.504,2.3,9.7,6,31.4,1.8,0.3,18,16.3,1,1.4,2.4,0.075,-1.5,-0.7,-2.2,-0.1,163,404,0.403,40,128,0.313,123,276,0.446,0.453,98,129,0.76,34,139,151,365,63,7,101,133,464
2016,Channing Frye,C,31,CLE,74,15,649,1398,15.6,0.612,3,19.3,11.4,4.9,1.2,2.1,8.8,19.3,2.3,1.4,3.7,0.125,0.8,-1.5,-0.6,0.5,238,520,0.458,137,335,0.409,101,185,0.546,0.589,63,74,0.851,37,253,252,49,37,42,53,138,676
2016,Danilo Gallinari,SF,26,DEN,63,63,1099,2134,17.4,0.622,2,14.7,8.4,9.1,0.9,0.5,8.1,19.9,6.2,0.7,6.9,0.154,2.9,-2.1,0.8,1.5,335,750,0.447,126,324,0.389,209,426,0.491,0.531,349,387,0.902,39,287,284,147,45,17,81,93,1145
2016,Langston Galloway,PG,23,TOT,74,2,562,1495,10.4,0.51,1.9,9.3,5.6,9.4,1.5,0.3,7.4,18.4,0.2,1.1,1.3,0.041,-0.9,-1.7,-2.6,-0.2,207,545,0.38,120,308,0.39,87,237,0.367,0.49,51,64,0.797,27,129,136,101,52,7,46,96,585
2016,Langston Galloway,PG,23,NOP,55,0,452,1120,11.2,0.508,1.9,9.6,5.7,8.8,1.7,0.4,5.7,19.5,0.2,1,1.2,0.052,-0.3,-1.4,-1.8,0.1,165,441,0.374,101,268,0.377,64,173,0.37,0.489,40,52,0.769,20,101,105,71,45,6,28,76,471
2016,Langston Galloway,PG,23,SAC,19,2,109,375,8,0.522,2.2,8.5,5.4,11.2,0.8,0.2,14.1,15.4,0,0.1,0.1,0.007,-2.5,-2.4,-5,-0.3,42,104,0.404,19,40,0.475,23,64,0.359,0.495,11,12,0.917,7,28,30,31,7,1,18,20,114
2016,Patricio Garino,SG,21,ORL,5,0,0,43,-9.2,0,2.5,15.6,8.9,0,0,0,30,10.2,-0.2,0,-0.2,-0.25,-14.1,-3.3,-17.3,-0.2,0,7,0,0,5,0,0,2,0,0,0,0,0,1,6,6,0,0,0,3,4,0
2016,Marc Gasol,C,30,MEM,74,74,1388,2531,20.2,0.554,2.6,18.7,10.4,24.8,1.4,3.7,11.3,26.4,4.2,3.5,7.7,0.145,2.1,2.2,4.2,4,532,1160,0.459,104,268,0.388,428,892,0.48,0.503,278,332,0.837,60,402,402,368,75,113,166,171,1446
2016,Pau Gasol,C,34,SAS,64,39,760,1627,20.2,0.578,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,3.3,3.1,6.4,0.189,0.9,2.8,3.7,2.4,303,604,0.502,56,104,0.538,247,500,0.494,0.548,130,184,0.707,107,394,436,164,27,80,81,110,792
2016,Rudy Gay,SF,28,SAC,30,30,540,1013,17.9,0.559,4,17.5,10.8,13.9,2.2,2.3,12.8,25.8,0.8,1,1.8,0.086,0.3,0.4,0.7,0.7,201,442,0.455,42,113,0.372,159,329,0.483,0.502,118,138,0.855,35,155,165,89,49,30,74,79,562
2016,Michael Gbinije,SG,22,DET,9,0,4,32,-2.1,0.184,6.6,3.5,5.1,7.9,0,0,0,15,-0.1,0,-0.1,-0.136,-7.7,-2.8,-10.4,-0.1,1,10,0.1,0,4,0,1,6,0.167,0.1,2,2,1,2,1,3,2,0,0,0,2,4
2016,Alonzo Gee,SF,27,DEN,13,0,11,89,3.1,0.306,5,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-5.6,1,-4.6,-0.1,3,14,0.214,0,3,0,3,11,0.273,0.214,5,9,0.556,4,11,13,7,6,1,4,14,11
2016,Paul George,SF,24,IND,75,75,1704,2689,20.2,0.586,2.5,17.9,10.3,16.1,2.2,0.9,12.6,28.9,4,3.1,7.1,0.127,3.1,-0.3,2.8,3.2,622,1349,0.461,195,496,0.393,427,853,0.501,0.533,336,374,0.898,58,434,428,274,131,31,218,206,1775
2016,Marcus Georges-Hunt,SG,20,ORL,5,0,13,48,10.2,0.614,2.2,18.7,10.2,8.3,1,0,14.9,12.3,0.1,0,0.1,0.107,-3.4,-1.3,-4.7,0,2,7,0.286,1,2,0.5,1,5,0.2,0.357,9,10,0.9,1,8,8,3,1,0,2,5,14
2016,Jonathan Gibson,PG,27,DAL,17,0,102,231,9.5,0.492,0.5,11.1,5.5,18.8,1.8,0,16.3,26.3,-0.3,0.2,-0.1,-0.03,-3.3,-2.2,-5.5,-0.2,35,95,0.368,15,45,0.333,20,50,0.4,0.447,21,29,0.724,1,21,19,28,9,0,21,21,106
2016,Taj Gibson,PF,29,TOT,78,71,812,1989,15.1,0.543,8.6,18,13.2,5.9,1.1,2.6,11.9,19.3,1.6,2.5,4,0.098,-2.4,0.3,-2.1,0,365,709,0.515,3,13,0.231,362,696,0.52,0.517,113,158,0.715,158,328,423,80,47,75,105,163,846
2016,Taj Gibson,PF,29,CHI,55,55,613,1502,15.5,0.549,8.5,19,13.7,6.5,0.9,2.7,11.7,19.2,1.4,1.9,3.3,0.105,-2,0.7,-1.3,0.3,276,530,0.521,2,12,0.167,274,518,0.529,0.523,85,119,0.714,120,263,333,65,31,58,77,123,639
2016,Taj Gibson,PF,29,OKC,23,16,199,487,13.8,0.528,8.6,14.8,11.7,4.2,1.4,2.5,12.5,19.5,0.2,0.6,0.8,0.076,-3.9,-0.7,-4.6,-0.3,89,179,0.497,1,1,1,88,178,0.494,0.5,28,39,0.718,38,65,90,14,16,17,28,40,207
2016,Manu Ginobili,SG,37,SAS,69,0,496,1291,13.9,0.532,2.5,11.1,6.9,20.8,3.2,1,16.5,20.4,0.6,2.4,3,0.11,0.5,1.4,1.9,1.3,171,439,0.39,89,227,0.392,82,212,0.387,0.491,86,107,0.804,28,129,137,199,92,18,96,119,517
2016,Rudy Gobert,C,22,UTA,81,81,1092,2744,23.3,0.682,13.6,29.5,21.8,5.7,0.9,6.4,15.1,16.7,8.3,6,14.3,0.25,1.4,4.5,5.8,5.4,413,624,0.662,0,1,0,413,623,0.663,0.662,311,476,0.653,314,721,900,106,55,244,148,246,1137
2016,Archie Goodwin,SG,20,TOT,15,0,106,214,18.7,0.651,3.5,10.3,6.9,18.5,0.9,1.8,14.2,19.8,0.6,0.1,0.7,0.153,0.6,-1.7,-1.1,0,36,66,0.545,5,15,0.333,31,51,0.608,0.583,33,42,0.786,7,21,24,26,4,6,14,8,110
2016,Archie Goodwin,SG,20,NOP,3,0,14,30,19.7,0.798,0,0,0,4.5,0,2.7,0,13.9,0.2,0,0.2,0.291,2.2,-3.7,-1.5,0,2,5,0.4,1,2,0.5,1,3,0.333,0.5,10,10,1,0,0,0,1,0,1,0,1,15
2016,Archie Goodwin,SG,20,BRK,12,0,91,184,18.6,0.633,4.1,11.9,8.1,20.8,1,1.6,15.7,20.7,0.4,0.1,0.5,0.131,0.3,-1.4,-1,0,34,61,0.557,4,13,0.308,30,48,0.625,0.59,23,32,0.719,7,21,24,25,4,5,14,7,95
2016,Aaron Gordon,SF,19,ORL,80,72,978,2298,14.4,0.53,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2,1.7,3.7,0.076,-0.2,-0.4,-0.7,0.8,393,865,0.454,77,267,0.288,316,598,0.528,0.499,156,217,0.719,116,289,352,164,72,46,89,172,1019
2016,Eric Gordon,SG,26,HOU,75,15,1168,2323,13.1,0.557,1.4,8.1,4.7,12.3,1,1.4,10,22.1,2.5,1.4,3.8,0.079,1,-2.4,-1.4,0.4,412,1016,0.406,246,661,0.372,166,355,0.468,0.527,147,175,0.84,29,172,175,205,54,46,121,150,1217
2016,Marcin Gortat,C,30,WAS,82,82,848,2556,15.5,0.593,10.6,26.8,18.7,6.8,0.8,2.1,13.7,14.7,3.9,2.9,6.8,0.128,-0.9,1.2,0.4,1.5,390,674,0.579,0,2,0,390,672,0.58,0.579,103,159,0.648,238,611,739,132,45,74,118,213,883
2016,Treveon Graham,SG,21,CHO,27,1,55,189,10.6,0.612,2.9,10,6.4,4.7,1.6,0.5,6,11.8,0.3,0.2,0.4,0.108,-1.5,-1.3,-2.8,0,19,40,0.475,9,15,0.6,10,25,0.4,0.588,10,15,0.667,5,17,19,7,7,1,3,18,57
2016,Jerami Grant,SF,20,TOT,80,4,420,1531,10.1,0.556,2.7,12.2,7.4,4.2,1.1,4.1,10.1,12.1,1.1,1.8,2.9,0.091,-3,0.9,-2.1,0,152,328,0.463,43,116,0.371,109,212,0.514,0.529,90,147,0.612,38,168,179,50,37,90,44,149,437
2016,Jerami Grant,SF,20,PHI,2,0,15,41,3.3,0.39,0,18.9,9.4,0,0,7.7,12.8,24.9,-0.2,0,-0.1,-0.14,-14,-2.6,-16.6,-0.2,6,17,0.353,0,2,0,6,15,0.4,0.353,4,8,0.5,0,7,6,0,0,5,3,5,16
2016,Jerami Grant,SF,20,OKC,78,4,404,1490,10.3,0.566,2.8,12,7.4,4.3,1.1,4,9.9,11.8,1.3,1.7,3,0.098,-2.7,1,-1.7,0.1,146,311,0.469,43,114,0.377,103,197,0.523,0.539,86,139,0.619,38,161,173,50,37,86,41,144,421
2016,Jerian Grant,PG,22,CHI,63,28,355,1028,13.1,0.555,1.8,9.9,5.8,17.3,2.3,0.6,11.7,16,1.3,1.2,2.5,0.118,0,-0.3,-0.3,0.4,128,301,0.425,49,134,0.366,79,167,0.473,0.507,65,73,0.89,17,94,97,131,53,9,44,93,370
2016,Danny Green,SG,27,SAS,68,68,477,1807,10.2,0.537,2,11.8,7,9.6,2,2.6,14.1,13.5,0.4,3,3.4,0.09,-0.3,2.7,2.4,2,176,449,0.392,118,311,0.379,58,138,0.42,0.523,27,32,0.844,31,193,195,135,80,66,76,120,497
2016,Draymond Green,PF,24,GSW,76,76,745,2471,16.5,0.522,4.6,20.9,13.3,27.6,3,3.4,19.8,16.2,2.8,5.4,8.2,0.16,0.4,5,5.4,4.6,272,650,0.418,81,263,0.308,191,387,0.494,0.481,151,213,0.709,98,501,521,581,172,121,184,217,776
2016,Gerald Green,SF,29,BOS,47,0,252,538,12,0.524,3.6,13.9,8.8,9.8,0.8,1.1,9.1,22.7,0.1,0.4,0.6,0.051,-1.9,-2.7,-4.7,-0.4,95,232,0.409,39,111,0.351,56,121,0.463,0.494,33,41,0.805,17,68,74,36,10,8,25,48,262
2016,JaMychal Green,PF,24,MEM,77,75,661,2101,13.5,0.601,8.8,21.1,14.8,6.3,1.1,1.5,14.1,14.4,3.1,2.6,5.8,0.131,-0.4,1,0.6,1.4,250,500,0.5,55,145,0.379,195,355,0.549,0.555,134,167,0.802,167,377,473,92,52,39,94,248,689
2016,Jeff Green,PF,28,ORL,69,11,612,1534,10.5,0.505,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,-0.2,0.9,0.7,0.022,-2.8,-1.8,-4.6,-1,220,558,0.394,53,193,0.275,167,365,0.458,0.442,145,168,0.863,39,175,186,88,41,15,75,103,638
2016,Blake Griffin,PF,25,LAC,61,61,1263,2076,22.7,0.569,6.1,20.2,13.4,24.5,1.4,0.9,10.9,28,5.4,2.4,7.7,0.179,3.2,1.3,4.4,3.4,479,971,0.493,38,113,0.336,441,858,0.514,0.513,320,421,0.76,111,385,432,327,65,26,142,157,1316
2016,Justin Hamilton,C,24,BRK,64,7,424,1177,13.6,0.55,6.5,17,11.8,7.3,1.2,2.8,9.7,16.2,1,1,2.1,0.084,-0.9,0.2,-0.8,0.4,174,379,0.459,55,181,0.304,119,198,0.601,0.532,39,52,0.75,71,191,228,60,32,49,43,91,442
2016,A.J. Hammons,C,22,DAL,22,0,46,163,8.4,0.472,5.4,20.9,12.8,3.8,0.3,7.2,16.4,17.6,-0.2,0.2,0,-0.001,-7.5,1.9,-5.6,-0.1,17,42,0.405,5,10,0.5,12,32,0.375,0.464,9,20,0.45,8,28,31,4,1,15,10,21,48
2016,Tim Hardaway,SG,22,ATL,79,30,1097,2154,15.2,0.568,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,2.7,2.1,4.8,0.107,1.3,-1.5,-0.3,0.9,415,912,0.455,149,417,0.357,266,495,0.537,0.537,164,214,0.766,35,189,195,198,62,17,106,103,1143
2016,James Harden,PG,25,HOU,81,81,2262,2947,27.3,0.613,3.5,20.9,12.2,50.7,2,1,19.5,34.2,11.5,3.6,15,0.245,8.7,1.5,10.1,9,674,1533,0.44,262,756,0.347,412,777,0.53,0.525,746,881,0.847,95,564,573,988,134,42,464,215,2356
2016,Maurice Harkless,SF,21,POR,77,69,742,2223,13.2,0.57,6.2,10.8,8.5,6,1.9,2.5,11.1,15.1,2.4,1.9,4.2,0.092,0,0.8,0.8,1.5,314,624,0.503,68,194,0.351,246,430,0.572,0.558,77,124,0.621,125,216,297,97,95,80,85,214,773
2016,Justin Harper,PF,25,PHI,3,0,12,31,4.9,0.5,7.1,10.7,8.9,10.5,0,0,25,22.4,-0.1,0,-0.1,-0.103,-5.1,-3.8,-8.8,-0.1,5,12,0.417,2,7,0.286,3,5,0.6,0.5,0,0,0,2,3,4,2,0,0,4,2,12
2016,Montrezl Harrell,C,21,HOU,58,14,506,1064,19.2,0.662,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,3.1,1,4.1,0.183,0.8,0.2,0.9,0.8,225,345,0.652,1,7,0.143,224,338,0.663,0.654,76,121,0.628,81,138,191,70,22,48,44,126,527
2016,Devin Harris,PG,31,DAL,65,0,420,1087,13.8,0.549,1.1,13,6.8,20,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4,136,341,0.399,58,177,0.328,78,164,0.476,0.484,107,129,0.829,11,116,110,148,48,8,57,101,437
2016,Gary Harris,SG,20,DEN,57,56,817,1782,16.5,0.611,3,8,5.5,13.6,1.9,0.3,9.8,18.4,3.9,0.7,4.6,0.124,3.1,-1.6,1.5,1.6,320,637,0.502,107,255,0.42,213,382,0.558,0.586,104,134,0.776,48,130,155,179,80,9,76,92,851
2016,Joe Harris,SG,23,BRK,52,11,411,1138,9,0.558,1.5,12,6.8,7.3,1.2,0.5,12.5,16.5,0.1,0.6,0.8,0.032,-1.4,-1.5,-3,-0.3,154,362,0.425,85,221,0.385,69,141,0.489,0.543,35,49,0.714,16,131,128,59,34,9,55,121,428
2016,Manny Harris,SG,25,DAL,4,0,8,25,-2.2,0.239,13.3,29.3,20.9,12.7,0,0,10.7,35.4,-0.2,0,-0.2,-0.364,-15.1,-3.8,-18.8,-0.1,3,15,0.2,0,2,0,3,13,0.231,0.2,2,4,0.5,3,6,8,2,0,0,2,1,8
2016,Tobias Harris,PF,22,DET,82,48,1268,2567,16.9,0.568,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,4,2.8,6.9,0.129,1.1,0.1,1.2,2.1,511,1063,0.481,109,314,0.347,402,749,0.537,0.532,190,226,0.841,63,353,362,155,67,44,95,133,1321
2016,Aaron Harrison,SG,20,CHO,5,0,1,17,-2.2,0.102,0,19.5,9.7,22.6,0,0,0,12.9,-0.1,0,-0.1,-0.146,-9.6,-2.1,-11.6,0,0,4,0,0,2,0,0,2,0,0,1,2,0.5,0,3,3,3,0,0,0,2,1
2016,Andrew Harrison,PG,20,MEM,72,18,408,1474,8.7,0.477,1.7,9,5.3,20,1.9,1.3,16,16.4,0,1.5,1.6,0.051,-2.4,0,-2.5,-0.2,117,360,0.325,43,156,0.276,74,204,0.363,0.385,148,194,0.763,23,113,118,216,60,23,85,194,425
2016,Udonis Haslem,C,34,MIA,17,0,30,130,8.4,0.524,6.7,24.1,15.3,6.4,1.9,0.6,21.3,12.8,0,0.2,0.2,0.069,-4.9,1.1,-3.7,-0.1,11,23,0.478,0,3,0,11,20,0.55,0.478,9,15,0.6,8,28,31,7,6,1,8,22,31
2016,Spencer Hawes,PF,26,TOT,54,1,324,797,15.6,0.562,5.3,21.5,13.4,16.5,0.9,3.3,14,19.8,0.7,1,1.7,0.102,-1.2,0.8,-0.5,0.3,134,277,0.484,25,81,0.309,109,196,0.556,0.529,44,52,0.846,38,153,166,88,17,34,49,77,337
