Year,Player,Pos,Age,Tm,G,GS,PTS,Minutes Played,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,Michael Beasley,PF,26,MIL,56,6,507,935,17.8,0.584,5,18.9,12,9.9,1.5,2.5,12.7,25.3,0.8,1,1.8,0.093,-1.7,-1.1,-2.9,-0.2,216,406,0.532,18,43,0.419,198,363,0.545,0.554,78,105,0.743,40,153,168,58,31,31,66,92,528
2016,Marco Belinelli,SG,28,CHO,74,0,749,1778,13.3,0.566,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,2,1.2,3.2,0.088,0.1,-2,-1.9,0.1,264,615,0.429,102,283,0.36,162,332,0.488,0.512,150,168,0.893,14,164,155,160,49,10,70,90,780
2016,DeAndre' Bembry,SF,20,ATL,38,1,97,371,8.8,0.481,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,-0.1,0.4,0.3,0.038,-4.4,0.1,-4.3,-0.2,47,98,0.48,1,18,0.056,46,80,0.575,0.485,6,16,0.375,14,45,51,31,9,6,16,21,101
2016,Dragan Bender,PF,17,PHO,43,0,140,574,5.3,0.44,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,-0.7,0.3,-0.3,-0.029,-4,-0.3,-4.3,-0.3,57,161,0.354,28,101,0.277,29,60,0.483,0.441,4,11,0.364,23,80,90,25,11,25,32,74,146
2016,Anthony Bennett,PF,21,BRK,23,1,110,264,14.7,0.533,10.1,21,15.6,7.1,0.9,0.9,10,19.4,0.3,0.2,0.5,0.09,-0.8,-2.2,-3,-0.1,38,92,0.413,13,48,0.271,25,44,0.568,0.484,26,36,0.722,25,53,68,13,6,3,12,18,115
2016,Ben Bentil,PF,19,DAL,3,0,0,10,-17.6,0,0,24.4,11.6,0,0,0,25,18.9,-0.1,0,-0.1,-0.473,-22.4,-4.5,-26.9,-0.1,0,3,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0
2016,Davis Bertans,PF,22,SAS,67,6,291,808,12.9,0.609,3.2,10.6,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,1.2,0.5,1.7,0.8,103,234,0.44,69,173,0.399,34,61,0.557,0.588,28,34,0.824,22,77,86,50,22,32,32,75,303
2016,Patrick Beverley,SG,26,HOU,67,67,613,2058,13,0.546,5,15.9,10.4,18.8,2.3,1,14.6,14.1,2.9,2.4,5.3,0.124,0.8,1.5,2.3,2.2,228,543,0.42,110,288,0.382,118,255,0.463,0.521,73,95,0.768,95,299,343,306,111,29,100,222,639
2016,Bismack Biyombo,C,22,ORL,81,27,464,1793,12.2,0.546,9.3,25.6,17.2,6,0.7,4.1,17.7,13.2,0.8,2.1,2.9,0.077,-4.2,2,-2.2,-0.1,179,339,0.528,0,0,0,179,339,0.528,0.528,125,234,0.534,157,410,493,81,28,104,95,202,483
2016,Nemanja Bjelica,PF,26,MIN,65,1,387,1190,11,0.526,5.5,18.6,12,9.6,1.7,1.4,13.4,16.4,0.6,0.9,1.5,0.059,-0.7,-0.4,-1.1,0.3,151,356,0.424,56,177,0.316,95,179,0.531,0.503,45,61,0.738,57,187,212,86,45,23,59,154,403
2016,Tarik Black,C,23,LAL,67,16,368,1091,15,0.56,13.8,20.7,17.1,5.3,1.3,3.3,14.5,15.7,1.5,0.9,2.4,0.105,-1.8,0.2,-1.6,0.1,150,294,0.51,1,2,0.5,149,292,0.51,0.512,82,109,0.752,143,199,298,43,34,50,58,173,383
2016,Eric Bledsoe,PG,25,PHO,66,66,1334,2176,20.6,0.563,2.5,13.8,8,31.1,2,1.2,15.3,28.1,4,1.4,5.4,0.119,3.7,-0.4,3.3,2.9,449,1034,0.434,104,310,0.335,345,724,0.477,0.485,388,458,0.847,52,268,278,456,103,35,223,164,1390
2016,Bojan Bogdanovic,SF,25,TOT,81,54,1068,2083,13.5,0.585,1.9,12.3,7.2,8.7,0.8,0.3,12,22.4,2,0.9,2.9,0.067,-0.1,-2.8,-2.8,-0.4,376,845,0.445,144,392,0.367,232,453,0.512,0.53,217,243,0.893,37,240,241,121,38,8,130,146,1113
2016,Bojan Bogdanovic,SF,25,BRK,55,54,752,1482,13.1,0.572,1.7,12.3,7,10.1,0.8,0.2,11.8,22.4,1.1,0.6,1.6,0.053,-0.3,-2.6,-3,-0.4,269,611,0.44,99,277,0.357,170,334,0.509,0.521,146,167,0.874,23,174,171,98,27,3,92,99,783
2016,Bojan Bogdanovic,SF,25,WAS,26,0,317,601,14.7,0.617,2.6,12.3,7.5,5.2,0.8,0.6,12.4,22.2,0.9,0.3,1.3,0.102,0.6,-3.1,-2.6,-0.1,107,234,0.457,45,115,0.391,62,119,0.521,0.553,71,76,0.934,14,66,70,23,11,5,38,47,330
2016,Andrew Bogut,C,30,TOT,27,21,76,583,9.3,0.46,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,-0.3,1,0.7,0.055,-5.6,5.3,-0.3,0.3,38,81,0.469,0,1,0,38,80,0.475,0.469,3,11,0.273,56,162,190,53,15,29,43,86,79
2016,Andrew Bogut,C,30,DAL,26,21,76,582,9.4,0.46,10.7,33.9,21.7,12.3,1.2,3.9,33.4,10.4,-0.3,1,0.7,0.055,-5.6,5.3,-0.3,0.3,38,81,0.469,0,1,0,38,80,0.475,0.469,3,11,0.273,56,162,190,53,15,29,43,84,79
2016,Andrew Bogut,C,30,CLE,1,0,0,1,-35.3,0,0,0,0,0,0,0,0,0,0,0,0,0.02,-5.7,0,-5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2016,Joel Bolomboy,PF,21,UTA,12,0,21,53,19.7,0.59,9,27.6,18.5,6.3,1,3.1,9.7,18.2,0.1,0.1,0.2,0.171,-1.3,0.5,-0.8,0,9,16,0.563,1,4,0.25,8,12,0.667,0.594,3,6,0.5,4,13,15,2,1,2,2,1,22
2016,Devin Booker,SG,18,PHO,78,78,1657,2730,14.6,0.531,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,1.4,0.6,2,0.035,0.4,-2.7,-2.3,-0.2,606,1431,0.423,147,405,0.363,459,1026,0.447,0.475,367,441,0.832,46,203,217,292,81,24,241,242,1726
2016,Trevor Booker,PF,27,BRK,71,43,681,1754,15.7,0.554,8.7,25.5,17.2,12.9,2.1,1.2,16.6,18.7,0.9,2.2,3.1,0.086,-1.6,1.8,0.2,1,305,591,0.516,25,78,0.321,280,513,0.546,0.537,74,110,0.673,142,428,496,150,85,32,127,152,709
2016,Avery Bradley,SG,24,BOS,55,55,858,1835,14.4,0.548,4,16.2,10.1,10.9,1.8,0.5,9.7,21.9,1.1,2,3.1,0.08,-0.2,-0.4,-0.5,0.7,359,775,0.463,108,277,0.39,251,498,0.504,0.533,68,93,0.731,65,269,291,132,76,13,88,141,894
2016,Corey Brewer,SF,28,TOT,82,11,356,1281,9.1,0.491,2.7,11.5,7.1,10.7,2.3,1.2,12.7,14.3,0,1.2,1.2,0.045,-2.9,0.2,-2.7,-0.2,147,348,0.422,27,118,0.229,120,230,0.522,0.461,50,68,0.735,32,134,144,106,68,22,55,133,371
2016,Corey Brewer,SF,28,HOU,58,8,232,923,7.5,0.491,2.5,11,6.7,9,1.9,1,12.7,12.9,0,0.8,0.9,0.044,-3.1,0,-3.2,-0.3,94,227,0.414,22,94,0.234,72,133,0.541,0.463,32,44,0.727,21,93,99,66,41,13,36,104,242
2016,Corey Brewer,SF,28,LAL,24,3,124,358,13.3,0.49,3.2,13,7.9,15,3.3,1.8,12.6,18,0,0.3,0.3,0.047,-2.4,0.7,-1.7,0,53,121,0.438,5,24,0.208,48,97,0.495,0.459,18,24,0.75,11,41,45,39,27,9,19,29,129
2016,Malcolm Brogdon,SG,22,MIL,75,28,736,1982,14.9,0.555,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,2.6,1.5,4.1,0.1,0.6,-1.1,-0.5,0.8,290,635,0.457,78,193,0.404,212,442,0.48,0.518,109,126,0.865,47,166,185,346,94,14,113,140,767
2016,Aaron Brooks,PG,30,IND,65,0,309,894,9.5,0.507,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,-0.2,0.5,0.3,0.016,-2.1,-2.6,-4.6,-0.6,121,300,0.403,48,128,0.375,73,172,0.424,0.483,32,40,0.8,18,51,60,136,28,10,66,93,322
2016,Anthony Brown,SF,22,TOT,11,0,41,159,7.2,0.43,5.3,16.9,11,7.6,1.5,0.5,10.7,15.6,-0.2,0.2,0,0.002,-3.8,-0.2,-4,-0.1,18,50,0.36,7,27,0.259,11,23,0.478,0.43,0,0,0,8,25,29,9,6,1,6,15,43
2016,Anthony Brown,SF,22,NOP,9,0,33,143,5.9,0.415,4.4,14.8,9.6,5.9,1.7,0.6,10.9,14.2,-0.2,0.2,0,-0.007,-4.3,0,-4.3,-0.1,14,41,0.341,6,24,0.25,8,17,0.471,0.415,0,0,0,6,20,23,7,6,1,5,13,34
2016,Anthony Brown,SF,22,ORL,2,0,9,16,18.5,0.5,13.2,35,23.8,23,0,0,10,27.5,0,0,0,0.076,0.9,-1.8,-0.9,0,4,9,0.444,1,3,0.333,3,6,0.5,0.5,0,0,0,2,5,6,2,0,0,1,2,9
2016,Bobby Brown,PG,30,HOU,25,0,60,123,10.8,0.509,0,5.3,2.7,17.6,0.4,0,7.6,22.7,0.1,0,0.1,0.04,-1.5,-6.1,-7.6,-0.2,23,60,0.383,14,35,0.4,9,25,0.36,0.5,2,2,1,0,6,5,15,1,0,5,5,62
2016,Jaylen Brown,SF,18,BOS,78,20,494,1341,10.3,0.539,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,0.2,1.3,1.5,0.053,-3.1,-0.9,-4,-0.7,192,423,0.454,46,135,0.341,146,288,0.507,0.508,85,124,0.685,45,175,191,70,39,21,68,142,515
2016,Nicolas Brussino,SF,21,DAL,54,2,144,521,10.7,0.498,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16,0,0.6,0.6,0.055,-1.7,0.7,-1,0.1,52,141,0.369,29,95,0.305,23,46,0.5,0.472,17,22,0.773,26,69,83,51,19,9,26,43,150
2016,Reggie Bullock,SF,23,DET,31,5,135,467,11.7,0.538,2.9,12.4,7.5,8.8,1.9,0.5,7.1,13.4,0.4,0.5,1,0.101,-0.4,0.5,0.1,0.2,54,128,0.422,28,73,0.384,26,55,0.473,0.531,5,7,0.714,13,51,56,32,20,3,10,22,141
2016,Trey Burke,PG,22,WAS,57,0,274,703,10.8,0.532,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,0.3,0.3,0.5,0.036,-2.3,-3.4,-5.7,-0.7,116,255,0.455,31,70,0.443,85,185,0.459,0.516,22,29,0.759,7,40,41,109,12,6,48,54,285
2016,Alec Burks,SG,23,UTA,42,0,272,653,11.6,0.501,3.1,17.7,10.6,7.5,1.4,0.6,11,22.7,-0.1,0.9,0.8,0.056,-3.3,-0.9,-4.2,-0.4,99,248,0.399,25,76,0.329,74,172,0.43,0.45,60,78,0.769,17,103,104,33,20,6,35,50,283
2016,Jimmy Butler,SF,25,CHI,76,75,1743,2809,25.1,0.586,4.9,13.2,9,24.8,2.6,0.9,9.3,26.5,10.1,3.8,13.8,0.236,5.8,1.1,6.9,6.3,570,1252,0.455,91,248,0.367,479,1004,0.477,0.492,585,676,0.865,129,341,409,455,160,36,159,112,1816
2016,Bruno Caboclo,SF,19,TOR,9,0,13,40,14.6,0.438,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,0,0.1,0.1,0.083,0.1,0.7,0.8,0,6,16,0.375,2,6,0.333,4,10,0.4,0.438,0,0,0,5,5,9,4,2,1,2,4,14
2016,Jose Calderon,PG,33,TOT,41,13,135,539,8.9,0.506,3,12.2,7.5,23.3,1,0.2,22.7,14.4,0,0.3,0.3,0.023,-2.9,-1.8,-4.7,-0.4,55,134,0.41,20,64,0.313,35,70,0.5,0.485,11,12,0.917,15,59,64,96,12,1,41,36,141
2016,Jose Calderon,PG,33,LAL,24,11,77,292,9.1,0.508,2.9,13.2,7.9,24.7,1.2,0.3,24.8,15.3,-0.1,0.1,0,0,-3,-2.1,-5.1,-0.2,32,77,0.416,12,34,0.353,20,43,0.465,0.494,4,4,1,8,34,37,56,8,1,26,22,80
2016,Jose Calderon,PG,33,ATL,17,2,59,247,8.7,0.504,3.2,11,7.1,21.6,0.8,0,19.9,13.3,0.1,0.2,0.3,0.051,-2.8,-1.4,-4.2,-0.1,23,57,0.404,8,30,0.267,15,27,0.556,0.474,7,8,0.875,7,25,28,40,4,0,15,14,61
2016,Kentavious Caldwell-Pope,SG,21,DET,76,75,1005,2529,12.8,0.519,2.3,8.7,5.3,11.2,1.8,0.4,7.9,19.2,2,2.5,4.5,0.086,0.9,0,0.9,1.9,370,928,0.399,153,437,0.35,217,491,0.442,0.481,154,185,0.832,55,193,216,210,100,14,86,118,1047
2016,Isaiah Canaan,SG,23,CHI,39,0,174,592,8.1,0.483,1.1,7.9,4.5,9,1.9,0.1,9.6,15.3,0,0.5,0.5,0.044,-2.2,-1.2,-3.4,-0.2,63,173,0.364,25,94,0.266,38,79,0.481,0.436,30,33,0.909,6,43,43,40,25,1,20,35,181
2016,Clint Capela,C,20,HOU,65,59,785,1551,21.4,0.638,12.5,24.5,18.5,6.9,1.1,4.2,12,19.9,3.9,2.1,6,0.185,0,1,1,1.2,362,563,0.643,0,0,0,362,563,0.643,0.643,94,177,0.531,178,348,458,70,38,91,87,179,818
2016,DeMarre Carroll,SF,28,TOR,72,72,612,1882,11.9,0.531,3.8,12.7,8.3,5.7,2.2,1.2,8.3,15.5,1.7,2.1,3.8,0.097,0.6,0.4,1,1.4,220,549,0.401,109,320,0.341,111,229,0.485,0.5,89,117,0.761,63,212,239,81,91,31,54,143,638
2016,Vince Carter,SF,38,MEM,73,15,563,1799,11.7,0.542,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,1.9,2.1,4,0.106,0.1,0.9,1,1.4,193,490,0.394,112,296,0.378,81,194,0.418,0.508,88,115,0.765,36,191,197,145,67,41,50,163,586
2016,Michael Carter-Williams,PG,23,CHI,45,19,285,846,9.9,0.437,3,16.4,9.7,20,2.3,2.2,16.3,20.9,-1,1.3,0.2,0.013,-4.1,1.7,-2.4,-0.1,112,306,0.366,15,64,0.234,97,242,0.401,0.391,58,77,0.753,24,128,132,123,43,26,66,102,297
2016,Omri Casspi,SF,26,TOT,36,2,179,643,9.9,0.523,4.9,15.2,10.1,8.6,1.8,0.4,14,14.5,0.1,0.4,0.5,0.037,-2.5,-0.6,-3,-0.2,77,165,0.467,15,43,0.349,62,122,0.508,0.512,17,29,0.586,27,85,97,40,26,3,29,50,186
2016,Omri Casspi,SF,26,SAC,22,2,124,397,11.4,0.511,5.9,20.1,13.1,10.1,1.3,0.2,11.9,16.3,0.1,0.3,0.4,0.043,-2.5,-0.9,-3.4,-0.1,53,117,0.453,11,29,0.379,42,88,0.477,0.5,12,21,0.571,20,70,78,28,11,1,17,23,129
2016,Omri Casspi,SF,26,NOP,1,0,12,24,10,0.667,4.4,4.4,4.4,0,0,0,18.2,20.3,0,0,0,0.015,-2.5,-5.6,-8.1,0,5,9,0.556,2,4,0.5,3,5,0.6,0.667,0,0,0,1,1,2,0,0,0,2,3,12
2016,Omri Casspi,SF,26,MIN,13,0,43,222,7.3,0.529,3.1,7.5,5.3,6.8,3,0.8,19,10.5,0,0.2,0.1,0.027,-2.4,0.6,-1.8,0,19,39,0.487,2,10,0.2,17,29,0.586,0.513,5,8,0.625,6,14,17,12,15,2,10,24,45
2016,Willie Cauley-Stein,C,21,SAC,75,21,587,1421,16.4,0.558,7,20.5,13.8,9.4,1.9,2.9,11.2,19.6,1.4,1.5,3,0.1,-2,0.9,-1.1,0.3,255,481,0.53,0,2,0,255,479,0.532,0.53,101,151,0.669,85,255,296,87,59,51,69,147,611
2016,Tyson Chandler,C,32,PHO,47,46,381,1298,16.6,0.703,12.6,33.1,22.6,3.3,1.2,1.5,19.2,11.3,2.7,1.3,4,0.149,-0.7,0.3,-0.4,0.5,153,228,0.671,0,0,0,153,228,0.671,0.671,91,124,0.734,154,385,469,33,37,27,67,126,397
2016,Wilson Chandler,SF,27,DEN,71,33,1072,2197,14.9,0.545,5.2,17.7,11.5,9.8,1.2,1.1,10,22,2.4,1.1,3.6,0.078,0.5,-1.3,-0.8,0.7,433,939,0.461,110,326,0.337,323,613,0.527,0.52,141,194,0.727,103,356,399,154,58,34,114,172,1117
2016,Marquese Chriss,PF,17,PHO,82,75,723,1743,12.3,0.529,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,1.8,0.05,-1.6,0,-1.6,0.2,284,632,0.449,72,224,0.321,212,408,0.52,0.506,113,181,0.624,96,252,303,65,75,80,108,263,753
2016,Rakeem Christmas,PF,23,IND,29,0,57,219,10.4,0.529,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,0.3,0.2,0.5,0.099,-3,-1.2,-4.3,-0.1,19,43,0.442,0,0,0,19,43,0.442,0.442,21,29,0.724,26,30,49,4,3,7,8,37,59
2016,Semaj Christon,PG,22,OKC,64,1,176,973,5.7,0.387,2.2,7.9,5,18.1,1.4,0.5,15.4,12.2,-0.7,0.8,0.1,0.006,-5,-1.3,-6.3,-1.1,77,223,0.345,12,63,0.19,65,160,0.406,0.372,17,31,0.548,19,69,77,142,31,7,43,79,183
2016,Ian Clark,SG,23,GSW,77,0,506,1137,13.1,0.575,2.3,9.1,5.9,11.2,1.7,0.6,10.7,19.5,1,1.3,2.3,0.099,-0.6,-1.4,-2,0,211,433,0.487,61,163,0.374,150,270,0.556,0.558,44,58,0.759,22,100,106,98,44,9,55,77,527
2016,Jordan Clarkson,SG,22,LAL,82,19,1157,2397,13.1,0.526,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,0.024,-0.5,-2.3,-2.7,-0.4,477,1071,0.445,117,356,0.329,360,715,0.503,0.5,134,168,0.798,49,197,214,232,99,9,164,150,1205
2016,Norris Cole,PG,26,OKC,13,0,41,125,5.4,0.381,0,9.8,4.9,16.3,3.1,0,11,21.5,-0.2,0.2,-0.1,-0.033,-6.5,-1.7,-8.2,-0.2,16,52,0.308,3,13,0.231,13,39,0.333,0.337,8,10,0.8,0,11,10,15,9,0,7,18,43
2016,Darren Collison,PG,27,SAC,68,64,864,2063,15.3,0.57,1.3,7.2,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,0.091,0.8,-2.3,-1.5,0.3,340,714,0.476,73,175,0.417,267,539,0.495,0.527,147,171,0.86,23,130,133,340,75,10,114,119,900
2016,Nick Collison,PF,34,OKC,20,0,32,128,12.8,0.622,7.8,18.2,13,13.2,0.8,1.2,13.1,10.1,0.3,0.1,0.4,0.144,-1.7,-0.1,-1.8,0,14,23,0.609,0,1,0,14,22,0.636,0.609,5,8,0.625,9,21,26,13,2,2,4,17,33
2016,Mike Conley,PG,27,MEM,69,68,1358,2292,23.2,0.604,1.5,10.8,6,34.5,2.1,0.8,11.8,26.3,7.5,2.5,10,0.209,6.5,-0.7,5.8,4.5,464,1009,0.46,171,419,0.408,293,590,0.497,0.545,316,368,0.859,31,211,211,472,103,22,156,126,1415
2016,Pat Connaughton,SG,22,POR,39,1,94,316,11.8,0.645,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13,0.4,0.2,0.6,0.09,-0.9,-1.6,-2.5,0,37,72,0.514,17,33,0.515,20,39,0.513,0.632,7,9,0.778,10,42,45,31,7,2,17,23,98
2016,Quinn Cook,PG,21,TOT,14,0,76,188,11.8,0.579,0.6,3.6,2,22.8,1.1,0,16,19.6,0.1,0.1,0.2,0.047,-1.7,-4.2,-5.9,-0.2,33,66,0.5,11,26,0.423,22,40,0.55,0.583,2,5,0.4,1,6,6,28,4,0,13,13,79
2016,Quinn Cook,PG,21,DAL,5,0,26,77,6.9,0.522,0,4.8,2.3,25.7,0.7,0,23.6,20.7,-0.1,0,-0.1,-0.046,-4.2,-4.5,-8.7,-0.1,11,25,0.44,5,14,0.357,6,11,0.545,0.54,0,2,0,0,3,3,13,1,0,8,6,27
2016,Quinn Cook,PG,21,NOP,9,0,50,111,15.3,0.614,0.9,2.9,1.9,20.7,1.3,0,10.6,18.9,0.2,0.1,0.3,0.11,0,-4,-4,-0.1,22,41,0.537,6,12,0.5,16,29,0.552,0.61,2,3,0.667,1,3,3,15,3,0,5,7,52
2016,DeMarcus Cousins,C,24,TOT,72,72,1864,2465,25.7,0.562,7.1,29.2,18.2,25.8,2,3.3,13.5,36.5,3.8,3.8,7.6,0.149,3.9,2.6,6.6,5.3,647,1433,0.452,131,364,0.36,516,1069,0.483,0.497,517,670,0.772,153,644,693,362,112,105,269,278,1942
2016,DeMarcus Cousins,C,24,SAC,55,55,1467,1891,26.5,0.562,7.1,28.3,17.9,27.4,2,3.5,13.2,37.5,3.3,2.7,6,0.152,4.5,2.6,7.1,4.3,505,1119,0.451,95,268,0.354,410,851,0.482,0.494,423,549,0.77,115,470,509,290,84,83,207,203,1528
2016,DeMarcus Cousins,C,24,NOP,17,17,397,574,23.3,0.564,6.9,32.2,19.5,20.6,2.1,2.7,14.4,33.1,0.5,1.1,1.6,0.137,2.1,2.8,4.9,1,142,314,0.452,36,96,0.375,106,218,0.486,0.51,94,121,0.777,38,174,184,72,28,22,62,75,414
2016,Robert Covington,SF,24,PHI,67,67,829,2119,13.2,0.534,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0,3.2,3.1,0.071,-0.7,2,1.4,1.8,292,732,0.399,137,412,0.333,155,320,0.484,0.492,143,174,0.822,92,344,379,111,142,79,131,203,864
2016,Allen Crabbe,SG,22,POR,79,7,811,2254,11.6,0.602,0.9,10.2,5.5,6.1,1.2,0.7,8.1,14.9,3.1,1,4.1,0.088,0.3,-1.4,-1.1,0.5,303,647,0.468,134,302,0.444,169,345,0.49,0.572,105,124,0.847,19,206,196,101,60,23,62,171,845
2016,Jamal Crawford,SG,34,LAC,82,1,968,2157,12,0.526,0.9,5.7,3.3,15.1,1.4,0.5,12.3,22.7,0.5,1.4,1.9,0.042,-1,-2.1,-3,-0.6,359,869,0.413,116,322,0.36,243,547,0.444,0.48,174,203,0.857,17,112,112,232,66,16,134,115,1008
2016,Jordan Crawford,SG,26,NOP,19,0,256,442,17.6,0.582,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,0.6,0.3,0.9,0.102,2.6,-3,-0.4,0.2,105,218,0.482,37,95,0.389,68,123,0.553,0.567,20,26,0.769,4,30,30,62,12,2,25,30,267
2016,Jae Crowder,SF,24,BOS,72,72,959,2335,14.9,0.613,2.3,17.3,9.9,10.1,1.5,0.8,8.8,17,4.2,2.5,6.7,0.137,1.4,0.1,1.5,2.1,333,720,0.463,157,394,0.398,176,326,0.54,0.572,176,217,0.811,48,367,361,169,81,26,79,161,999
2016,Dante Cunningham,SF,27,NOP,66,35,418,1649,10.2,0.586,3.6,14.2,8.9,3.1,1.2,1.4,7,10.7,1.4,1.6,3,0.088,-1.3,0.8,-0.5,0.6,174,359,0.485,71,181,0.392,103,178,0.579,0.584,16,27,0.593,56,221,241,39,44,32,28,100,435
2016,Seth Curry,PG,24,DAL,70,42,862,2029,15.5,0.601,1.4,9.2,5.1,15.9,2,0.3,11,19.5,2.9,1.7,4.6,0.109,1.8,-0.4,1.4,1.7,338,703,0.481,137,322,0.425,201,381,0.528,0.578,85,100,0.85,25,153,155,205,88,8,92,126,898
2016,Stephen Curry,PG,26,GSW,79,79,1919,2638,24.6,0.624,2.7,11.4,7.3,31.1,2.6,0.5,13,30.1,8.6,3.9,12.6,0.229,7.7,-0.4,7.3,6.2,675,1443,0.468,324,789,0.411,351,654,0.537,0.58,325,362,0.898,61,292,307,570,160,19,239,183,1999
2016,Troy Daniels,SG,23,MEM,67,3,529,1183,10.4,0.531,2,7.9,4.8,6.6,0.9,0.3,8,21.7,0.5,0.8,1.3,0.051,0.3,-3.4,-3.1,-0.3,185,495,0.374,138,355,0.389,47,140,0.336,0.513,43,54,0.796,21,79,87,50,24,5,45,90,551
2016,Anthony Davis,C,21,NOP,75,75,2015,2708,27.5,0.579,6.7,27.9,17.3,11.1,1.7,5.1,9.1,32.6,5.9,5.1,11,0.196,1.4,2.3,3.7,3.9,770,1527,0.504,40,134,0.299,730,1393,0.524,0.517,519,647,0.802,174,712,771,171,105,190,181,168,2099
2016,Deyonta Davis,C,18,MEM,36,0,56,238,10.6,0.528,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12,0.1,0.4,0.5,0.097,-5.4,1.8,-3.6,-0.1,24,47,0.511,0,0,0,24,47,0.511,0.511,10,18,0.556,20,40,52,2,3,19,8,40,58
2016,Ed Davis,PF,25,POR,46,12,192,789,11.5,0.563,13.4,20.7,17.1,4.8,0.9,2.2,17.2,12,1,0.7,1.7,0.104,-2.2,0.2,-2,0,75,142,0.528,0,0,0,75,142,0.528,0.528,50,81,0.617,96,147,211,29,17,25,37,137,200
2016,Dewayne Dedmon,C,25,SAS,76,37,372,1330,16,0.645,11.2,30.5,21.1,4.8,1.4,3.7,16.9,12.3,2.2,3,5.2,0.188,-1.5,3.2,1.7,1.2,161,259,0.622,0,0,0,161,259,0.622,0.622,65,93,0.699,129,366,431,48,41,70,61,180,387
2016,Sam Dekker,SF,20,HOU,77,2,484,1419,13,0.549,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,1.9,1.2,3.1,0.105,-0.4,-0.6,-1.1,0.3,203,429,0.473,60,187,0.321,143,242,0.591,0.543,38,68,0.559,94,190,247,83,43,24,41,83,504
2016,Malcolm Delaney,PG,25,ATL,73,2,375,1248,7.5,0.456,1,9.8,5.5,23.1,1.5,0.1,18.1,18.3,-1.1,1.3,0.1,0.005,-4.6,-1.2,-5.8,-1.2,145,388,0.374,26,110,0.236,119,278,0.428,0.407,75,93,0.806,11,113,108,210,44,1,95,112,391
2016,Matthew Dellavedova,PG,24,MIL,76,54,554,1986,9.4,0.501,1.4,7.1,4.3,25.7,1.4,0,18.8,16.3,0.3,0.9,1.2,0.029,-1.9,-2.8,-4.7,-1.4,208,534,0.39,79,215,0.367,129,319,0.404,0.463,82,96,0.854,24,123,128,389,59,0,133,153,577
2016,Luol Deng,SF,29,LAL,56,49,408,1486,10.1,0.47,4.5,17.7,10.8,7,1.6,1.1,8.7,14.2,0.1,0.8,0.9,0.029,-2.3,-0.2,-2.5,-0.2,164,424,0.387,51,165,0.309,113,259,0.436,0.447,46,63,0.73,63,232,257,81,54,23,43,61,425
2016,DeMar DeRozan,SG,25,TOR,74,74,1939,2620,24,0.552,3,13.6,8.3,20.6,1.5,0.4,9,34.3,6.7,2.4,9,0.166,2.4,-1.5,0.9,1.9,721,1545,0.467,33,124,0.266,688,1421,0.484,0.477,545,647,0.842,70,316,336,316,87,15,180,134,2020
2016,Cheick Diallo,PF,18,NOP,17,0,84,199,16.8,0.51,12.1,26.7,19.3,3.2,1,2.9,7.6,20.5,0.2,0.3,0.5,0.111,-4.6,-1,-5.6,-0.2,36,76,0.474,0,0,0,36,76,0.474,0.474,15,21,0.714,23,50,64,4,4,8,7,17,87
2016,Boris Diaw,PF,32,UTA,73,33,324,1283,9,0.494,4.3,9.8,7.1,20.3,0.7,0.6,20.3,15.6,-0.1,1.2,1.1,0.041,-2.7,-0.2,-2.9,-0.3,146,327,0.446,20,81,0.247,126,246,0.512,0.477,26,35,0.743,46,112,137,185,20,10,87,83,338
